

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is funded by the National Aeronautics and Space Administration.
and operated by the California Institute of Technology.


queryDateTime:2023-01-21T13:00:05PST



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA|DEC|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Separation|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
906|WHL J105731.4-212937|164.38075 | -21.49348 |GClstr|131849| 0.439800 |PHOT|     |  0.000|2|0|0|2|2|0|0
907|LDCE 0767|164.39583 | -25.64278 |GGroup|  3762| 0.012549 |SST |     |  0.000|1|0|0|1|1|0|0
908|WHL J105746.7-181929|164.44463 | -18.32480 |GClstr|182604| 0.609100 |PHOT|     |  0.000|2|0|0|2|2|0|0
909|PGC1 0818436 GROUP|164.46658 | -22.15582 |GGroup||||     |  0.000|1|0|0|1|0|0|0
910|PGC1 0032962 GROUP|164.46664 | -39.44059 |GGroup||||     |  0.000|1|0|0|1|0|0|0
911|WHL J105757.1-222146|164.48802 | -22.36291 |GClstr|111553| 0.372100 |PHOT|     |  0.000|2|0|0|2|2|0|0
912|WHL J105802.0-203041|164.50829 | -20.51137 |GClstr| 71830| 0.239600 |PHOT|     |  0.000|2|0|0|2|2|0|0
913|TW Hya X01|164.53425 | -34.70656 |GClstr||||     |  0.000|1|0|0|1|0|0|1
914|WHL J105817.9-210657|164.57474 | -21.11582 |GClstr|101480| 0.338500 |PHOT|     |  0.000|2|0|0|2|2|0|0
915|PGC1 0033011 GROUP|164.60908 | -19.15721 |GGroup||||     |  0.000|1|0|0|1|0|0|0
916|AM 1056-273|164.61345 | -27.90973 |GGroup||||     |  0.000|1|0|0|1|0|0|2
917|PGC1 0033025 GROUP|164.64285 | -46.58384 |GGroup||||     |  0.000|1|0|0|1|0|0|0
918|PGC1 0033038 GROUP|164.68504 | -38.73954 |GGroup||||     |  0.000|1|0|0|1|0|0|0
919|[STH2017] 112749|164.69106 | -43.98818 |GGroup|  1157| 0.003859 |UUN |     |  0.000|1|0|0|1|1|0|0
920|WHL J105858.8-204658|164.74512 | -20.78264 |GClstr| 73659| 0.245700 |PHOT|     |  0.000|2|0|0|2|2|0|0
921|PGC1 0033060 GROUP|164.75083 | -28.47693 |GGroup||||     |  0.000|1|0|0|1|0|0|0
922|WHL J105900.8-180311|164.75352 | -18.05310 |GClstr| 50995| 0.170100 |PHOT|     |  0.000|2|0|0|2|2|0|0
923|WHL J105912.6-210716|164.80241 | -21.12111 |GClstr| 36545| 0.121900 |PHOT|     |  0.000|2|0|0|2|2|0|0
924|ABELL 3458|164.82660 | -27.83501 |GClstr||||17.5J|  0.000|1|0|0|1|0|0|0
925|PGC1 0033108 GROUP|164.90908 | -15.52639 |GGroup||||     |  0.000|1|0|0|1|0|0|0
926|PGC1 0033109 GROUP|164.90935 | -37.85488 |GGroup||||     |  0.000|1|0|0|1|0|0|0
927|WHL J105948.3-173139|164.95116 | -17.52762 |GClstr| 76387| 0.254800 |PHOT|     |  0.000|2|0|0|2|2|0|0
928|WHL J105950.5-212615|164.96043 | -21.43751 |GClstr|129990| 0.433600 |PHOT|     |  0.000|2|0|0|2|2|0|0
929|PGC1 0033124 GROUP|164.96230 | -25.49560 |GGroup||||     |  0.000|1|0|0|1|0|0|0
930|PGC1 0139476 GROUP|164.98093 | -22.35104 |GGroup||||     |  0.000|1|0|0|1|0|0|0
931|ABELL 3459|165.02184 | -30.95193 |GClstr| 44847| 0.149593 |PHOT|17.4J|  0.000|2|0|0|1|1|0|0
932|PGC1 3094365 GROUP|165.14370 | -21.16932 |GGroup||||     |  0.000|1|0|0|1|0|0|0
933|WHL J110039.5-214353|165.16469 | -21.73148 |GClstr|168843| 0.563200 |PHOT|     |  0.000|2|0|0|2|2|0|0
934|PSZ2 G272.65+32.50|165.17110 | -23.77727 |GClstr||||     |  0.000|3|0|0|1|0|0|0
935|WHL J110047.2-195145|165.19682 | -19.86258 |GClstr| 61697| 0.205800 |PHOT|     |  0.000|2|0|0|2|2|0|0
936|TW Hya X08|165.20833 | -34.72375 |GClstr||||     |  0.000|3|0|4|1|0|0|0
937|PGC1 0033216 GROUP|165.25711 | -43.67769 |GGroup||||     |  0.000|1|0|0|1|0|0|0
938|PGC1 0033215 GROUP|165.25915 | -37.99854 |GGroup||||     |  0.000|1|0|0|1|0|0|0
939|WHL J110103.1-173855|165.26305 | -17.64868 |GClstr| 42001| 0.140100 |PHOT|     |  0.000|2|0|0|2|2|0|0
940|PGC1 0033225 GROUP|165.28172 | -44.04388 |GGroup|  1387| 0.004627 |SUN |     |  0.000|2|0|0|2|1|0|0
941|WHL J110108.3-213012|165.28453 | -21.50320 |GClstr|162158| 0.540900 |PHOT|     |  0.000|2|0|0|2|2|0|0
942|PSZ2 G282.96+14.23|165.29898 | -44.32025 |GClstr||||     |  0.000|3|0|0|1|0|0|0
943|SPT-CL J1101-2244|165.30570 | -22.73570 |GClstr| 42571| 0.142000 |SPEC|     |  0.000|1|0|0|1|1|0|0
944|ABELL 1146|165.32000 | -22.72806 |GClstr| 42271| 0.141000 |    |17.0J|  0.000|95|2|1|6|5|0|0
945|WHL J110124.7-193709|165.35292 | -19.61917 |GClstr|101929| 0.340000 |PHOT|     |  0.000|2|0|0|2|2|0|0
946|[STH2017] 102618|165.35783 | -23.11599 |GGroup|   945| 0.003152 |UUN |     |  0.000|1|0|0|1|1|0|0
947|WHL J110126.5-164218|165.36021 | -16.70512 |GClstr| 76207| 0.254200 |PHOT|     |  0.000|2|0|0|2|2|0|0
948|WHL J110142.4-182858|165.42651 | -18.48271 |GClstr|170372| 0.568300 |PHOT|     |  0.000|2|0|0|2|2|0|0
949|WHL J110153.9-185925|165.47458 | -18.99026 |GClstr| 42211| 0.140800 |PHOT|     |  0.000|2|0|0|2|2|0|0
950|WHL J110156.2-170944|165.48418 | -17.16227 |GClstr| 60138| 0.200600 |PHOT|     |  0.000|2|0|0|2|2|0|0
951|WHL J110156.6-204336|165.48584 | -20.72669 |GClstr| 61697| 0.205800 |PHOT|     |  0.000|2|0|0|2|2|0|0
952|PGC1 0088632 GROUP|165.49908 | -22.50106 |GGroup||||     |  0.000|1|0|0|1|0|0|0
953|WHL J110211.6-210739|165.54845 | -21.12752 |GClstr|199512| 0.665500 |PHOT|     |  0.000|2|0|0|2|2|0|0
954|ABELL 3460|165.55423 | -27.30260 |GClstr||||17.5J|  0.000|1|0|1|1|0|0|0
955|MOO J1102-2609|165.56292 | -26.15194 |GClstr|251826| 0.840000 |PHOT|     |  0.000|1|0|0|1|1|0|0
956|WHL J110220.3-193741|165.58463 | -19.62802 |GClstr| 99621| 0.332300 |PHOT|     |  0.000|2|0|0|2|2|0|0
957|XMMXCS J1102.4-3454|165.60375 | -34.90647 |GClstr|149896| 0.500000 |PHOT|     |  0.000|1|0|0|1|2|0|0
958|WHL J110228.1-181402|165.61699 | -18.23390 |GClstr| 60318| 0.201200 |PHOT|     |  0.000|2|0|0|2|2|0|0
959|WHL J110238.2-171443|165.65923 | -17.24521 |GClstr|127142| 0.424100 |PHOT|     |  0.000|2|0|0|2|2|0|0
960|ABELL S0649|165.68188 | -25.76942 |GClstr| 18808| 0.062737 |    |17.1J|  0.000|4|1|0|1|1|0|0
961|WHL J110244.4-190705|165.68491 | -19.11815 |GClstr| 86040| 0.287000 |PHOT|     |  0.000|2|0|0|2|2|0|0
962|PGC1 0033349 GROUP|165.70886 | -23.59161 |GGroup||||     |  0.000|1|0|0|1|0|0|0
963|AM 1100-244|165.72062 | -25.00113 |GGroup||||     |  0.000|1|0|0|1|0|0|0
964|MOO J1102-2945|165.72875 | -29.76056 |GClstr|371743| 1.240000 |PHOT|     |  0.000|1|0|0|1|2|0|0
965|XMMXCS J1103.0-3442|165.75583 | -34.71328 |GClstr| 41971| 0.140000 |PHOT|     |  0.000|1|0|0|1|2|0|0
966|WHL J110311.1-185753|165.79617 | -18.96481 |GClstr|158890| 0.530000 |PHOT|     |  0.000|2|0|0|2|2|0|0
967|WHL J110322.9-193521|165.84531 | -19.58906 |GClstr| 70841| 0.236300 |PHOT|     |  0.000|2|0|0|2|2|0|0
968|[TSK2008] 1018|165.84698 | -23.14127 |GGroup|  1131| 0.003773 |SUN |     |  0.000|1|0|0|1|1|0|0
969|PGC1 0033385 GROUP|165.86944 | -23.12134 |GGroup||||     |  0.000|1|0|0|1|0|0|0
970|WHL J110329.3-194204|165.87199 | -19.70098 |GClstr| 66134| 0.220600 |PHOT|     |  0.000|2|0|0|2|2|0|0
971|WHL J110332.7-201950|165.88632 | -20.33067 |GClstr|140093| 0.467300 |PHOT|     |  0.000|2|0|0|2|2|0|0
972|[BM78] 383|165.92852 | -28.35305 |GClstr||||     |  0.000|1|0|0|1|0|0|0
973|WHL J110342.9-191120|165.92886 | -19.18883 |GClstr| 67543| 0.225300 |PHOT|     |  0.000|2|0|0|2|2|0|0
974|PGC1 0033418 GROUP|165.96239 | -20.09303 |GGroup||||     |  0.000|1|0|0|1|0|0|0
975|PGC1 0033425 GROUP|165.98012 | -34.35829 |GGroup||||     |  0.000|1|0|0|1|0|0|0
976|WHL J110407.0-191348|166.02914 | -19.22997 |GClstr| 66374| 0.221400 |PHOT|     |  0.000|4|0|0|3|2|0|0
977|PSZ2 G270.78+36.83|166.04743 | -19.25736 |GClstr||||     |  0.000|4|0|0|1|0|0|0
978|ABELL 3461|166.07095 | -33.26990 |GClstr||||17.4J|  0.000|1|0|0|1|0|0|0
979|WHL J110417.9-191409|166.07463 | -19.23575 |GClstr|143960| 0.480200 |PHOT|     |  0.000|3|0|0|2|2|0|0
980|WHL J110420.8-194209|166.08661 | -19.70263 |GClstr|210514| 0.702200 |PHOT|     |  0.000|2|0|0|2|2|0|0
981|WHL J110427.6-185343|166.11494 | -18.89530 |GClstr|111583| 0.372200 |PHOT|     |  0.000|2|0|0|2|2|0|0
982|WHL J110436.0-194312|166.14987 | -19.71990 |GClstr|116260| 0.387800 |PHOT|     |  0.000|2|0|0|2|2|0|0
983|WHL J110439.4-194748|166.16405 | -19.79658 |GClstr|119857| 0.399800 |PHOT|     |  0.000|2|0|0|2|2|0|0
984|PGC1 3765456 GROUP|166.18188 | -29.10926 |GGroup||||     |  0.000|1|0|0|1|0|0|0
985|ABELL S0650|166.18990 | -48.28675 |GClstr||||16.7J|  0.000|2|0|0|1|0|0|0
986|WHL J110446.4-161112|166.19327 | -16.18678 |GClstr|127112| 0.424000 |PHOT|     |  0.000|2|0|0|2|2|0|0
987|ABELL 3462|166.25411 | -28.50344 |GClstr| 52605| 0.175471 |PHOT|17.5J|  0.000|3|0|0|1|1|0|0
988|SSCC 227|166.26000 | -24.39000 |GClstr| 18587| 0.062000 |UUN |     |  0.000|1|0|0|1|1|0|0
989|WHL J110504.6-185639|166.26909 | -18.94408 |GClstr| 65055| 0.217000 |PHOT|     |  0.000|4|0|0|3|4|0|0
990|ABELL 1160|166.29265 | -18.95347 |GClstr||||17.4J|  0.000|5|0|0|3|0|0|0
991|PGC1 0033505 GROUP|166.30694 | -26.62409 |GGroup||||     |  0.000|1|0|0|1|0|0|0
992|ESO 318-IG 034|166.30954 | -37.79020 |GGroup||||     |  0.000|2|1|0|2|0|1|0
993|PGC1 0033509 GROUP|166.31177 | -23.84612 |GGroup||||     |  0.000|1|0|0|1|0|0|0
994|PSZ2 G270.88+37.23|166.33100 | -18.94856 |GClstr||||     |  0.000|4|0|0|1|0|0|0
995|WHL J110519.6-195852|166.33180 | -19.98120 |GClstr|138534| 0.462100 |PHOT|     |  0.000|3|0|0|2|2|0|0
996|PGC1 0156246 GROUP|166.34119 | -32.96619 |GGroup||||     |  0.000|1|0|0|1|0|0|0
997|[STH2017] 112036|166.34584 | -46.47780 |GGroup|   832| 0.002775 |UUN |     |  0.000|1|0|0|1|1|0|0
998|RX J1105.4-2104|166.35000 | -21.06667 |GClstr| 19247| 0.064200 |    |     |  0.000|2|0|0|1|1|0|2
999|WHL J110525.7-195420|166.35718 | -19.90552 |GClstr|143421| 0.478400 |PHOT|     |  0.000|3|0|0|2|2|0|0
1000|WHL J110526.4-184804|166.35985 | -18.80124 |GClstr|149656| 0.499200 |PHOT|     |  0.000|2|0|0|2|2|0|0
1001|ABELL 1161|166.36356 | -22.10356 |GClstr||||17.3J|  0.000|6|0|0|2|0|0|0
1002|SPT-CL J1105-1954|166.36700 | -19.90560 |GClstr|152894| 0.510000 |PHOT|     |  0.000|1|0|0|1|1|0|0
1003|PSZ2 G271.53+36.41|166.37244 | -19.91871 |GClstr||||     |  0.000|6|0|0|1|0|0|0
1004|WHL J110534.8-172157|166.39508 | -17.36579 |GClstr|139014| 0.463700 |PHOT|     |  0.000|2|0|0|2|2|0|0
1005|MSCC 267|166.40000 | -21.83000 |GClstr| 38973| 0.130000 |UUN |     |  0.000|1|0|0|1|1|0|0
1006|SSCC 228|166.40000 | -21.83000 |GClstr| 38973| 0.130000 |UUN |     |  0.000|1|0|0|1|1|0|0
1007|WHL J110537.3-194206|166.40538 | -19.70178 |GClstr|152145| 0.507500 |PHOT|     |  0.000|2|0|0|2|2|0|0
1008|PGC1 0033539 GROUP|166.42400 | -31.45829 |GGroup||||     |  0.000|1|0|0|1|0|0|0
1009|WHL J110541.9-195207|166.42470 | -19.86863 |GClstr|148817| 0.496400 |PHOT|     |  0.000|2|0|0|2|2|0|0
1010|WHL J110543.3-180307|166.43021 | -18.05205 |GClstr| 42630| 0.142200 |PHOT|     |  0.000|2|0|0|2|2|0|0
1011|WHL J110545.1-194627|166.43811 | -19.77407 |GClstr|135776| 0.452900 |PHOT|     |  0.000|2|0|0|2|2|0|0
1012|PGC1 0033552 GROUP|166.45767 | -20.79109 |GGroup||||     |  0.000|1|0|0|1|0|0|0
1013|WHL J110551.7-190457|166.46547 | -19.08246 |GClstr| 74229| 0.247600 |PHOT|     |  0.000|2|0|0|2|2|0|0
1014|PGC1 0033560 GROUP|166.47759 | -25.58893 |GGroup||||     |  0.000|1|0|0|1|0|0|0
1015|CoD -29 08887 X01|166.48446 | -30.36664 |GClstr||||     |  0.000|1|0|0|1|0|0|0
1016|[WZA2016] he1104:05|166.48460 | -18.49610 |GGroup|147258| 0.491200 |EST |     |  0.000|1|0|0|1|1|0|0
1017|ABELL 1163|166.48956 | -21.53704 |GClstr||||17.0J|  0.000|6|0|0|2|0|0|2
1018|[WZA2016] he1104:03|166.49000 | -18.27810 |GGroup|104478| 0.348500 |EST |     |  0.000|1|0|0|1|1|0|0
1019|[WZA2016] he1104:04|166.50710 | -18.31040 |GGroup|144620| 0.482400 |EST |     |  0.000|1|0|0|1|1|0|0
1020|[WZA2016] he1104:11|166.51400 | -18.32080 |GGroup|159699| 0.532700 |EST |     |  0.000|1|0|0|1|1|0|0
1021|BLOX J1106.0-1823.5|166.52083 | -18.39167 |GClstr||||     |  0.000|1|0|0|1|0|0|0
1022|WHL J110610.0-173247|166.54169 | -17.54633 |GClstr|165126| 0.550800 |PHOT|     |  0.000|2|0|0|2|2|0|0
1023|[WZA2016] he1104:09|166.54760 | -18.46560 |GGroup|154573| 0.515600 |EST |     |  0.000|1|0|0|1|1|0|0
1024|BLOX J1106.2-1824.9|166.55375 | -18.41639 |GClstr||||     |  0.000|1|0|0|1|0|0|0
1025|ABELL 1165|166.56034 | -24.72046 |GClstr| 70151| 0.233998 |    |17.5J|  0.000|6|0|0|2|1|0|0
1026|WHL J110618.8-181919|166.57845 | -18.32186 |GClstr|159729| 0.532800 |PHOT|     |  0.000|2|0|0|2|2|0|0
1027|[WZA2016] he1104:10|166.59650 | -18.32970 |GGroup|155233| 0.517800 |EST |     |  0.000|1|0|0|1|1|0|0
1028|WHL J110623.9-183345|166.59944 | -18.56239 |GClstr|165545| 0.552200 |PHOT|     |  0.000|2|0|0|2|2|0|0
1029|WHL J110625.8-151835|166.60751 | -15.30971 |GClstr|146509| 0.488700 |PHOT|     |  0.000|2|0|0|2|2|0|0
1030|ABELL 3463|166.62700 | -44.18724 |GClstr||||17.3J|  0.000|1|0|0|1|0|0|0
1031|RXSC J1106-2210|166.62800 | -22.17000 |GClstr| 19187| 0.064000 |    |     |  0.000|1|0|0|1|2|0|0
1032|AM 1104-290|166.62885 | -29.31721 |GGroup||||     |  0.000|1|0|0|1|0|0|0
1033|WHL J110631.0-173938|166.62917 | -17.66064 |GClstr|130769| 0.436200 |PHOT|     |  0.000|2|0|0|2|2|0|0
1034|BLOX J1106.5-1805.6|166.63667 | -18.09472 |GClstr||||     |  0.000|1|0|0|1|0|0|0
1035|WHL J110637.5-175734|166.65633 | -17.95947 |GClstr|151485| 0.505300 |PHOT|     |  0.000|2|0|0|2|2|0|0
1036|MSCC 268|166.66000 | -29.67000 |GClstr| 26981| 0.090000 |UUN |     |  0.000|1|0|0|1|1|0|0
1037|[WZA2016] he1104:01|166.66190 | -18.47030 |GGroup| 45688| 0.152400 |EST |     |  0.000|1|0|0|1|1|0|0
1038|WHL J110642.3-192233|166.67615 | -19.37586 |GClstr| 65864| 0.219700 |PHOT|     |  0.000|2|0|0|2|2|0|0
1039|[WZA2016] he1104:00|166.68340 | -18.34030 |GGroup| 39483| 0.131700 |EST |     |  0.000|1|0|0|1|1|0|0
1040|PGC1 0033619 GROUP|166.68399 | -48.48382 |GGroup||||     |  0.000|1|0|0|1|0|0|0
1041|[WZA2016] he1104:08|166.68430 | -18.51420 |GGroup|154303| 0.514700 |EST |     |  0.000|1|0|0|1|1|0|0
1042|[WZA2016] he1104:02|166.68530 | -18.40000 |GGroup| 64815| 0.216200 |EST |     |  0.000|1|0|0|1|1|0|0
1043|WHL J110644.8-153638|166.68680 | -15.61054 |GClstr|101300| 0.337900 |PHOT|     |  0.000|2|0|0|2|2|0|0
1044|WHL J110646.5-165434|166.69392 | -16.90948 |GClstr|139404| 0.465000 |PHOT|     |  0.000|2|0|0|2|2|0|0
1045|[WZA2016] he1104:12|166.69610 | -18.51600 |GGroup|161528| 0.538800 |EST |     |  0.000|1|0|0|1|1|0|0
1046|BLOX J1106.8-1828.2|166.70042 | -18.47056 |GClstr||||     |  0.000|1|0|0|1|0|0|0
1047|[WZA2016] he1104:06|166.70830 | -18.31890 |GGroup|147078| 0.490600 |EST |     |  0.000|1|0|0|1|1|0|0
1048|BLOX J1106.9-1809.1|166.73958 | -18.15278 |GClstr||||     |  0.000|1|0|0|1|0|0|0
1049|[WZA2016] he1104:07|166.74030 | -18.50960 |GGroup|152205| 0.507700 |EST |     |  0.000|1|0|0|1|1|0|0
1050|[WZA2016] he1104:i|166.75010 | -18.36190 |GGroup|138204| 0.461000 |EST |     |  0.000|1|0|0|1|1|0|0
1051|BLOX J1107.0-1805.6|166.75917 | -18.09472 |GClstr||||     |  0.000|1|0|0|1|0|0|0
1052|PGC1 0170112 GROUP|166.76611 | -17.60589 |GGroup||||     |  0.000|1|0|0|1|0|0|0
1053|BLOX J1107.1-1832.9|166.77917 | -18.54917 |GClstr||||     |  0.000|1|0|0|1|0|0|0
1054|WHL J110707.5-160311|166.78113 | -16.05313 |GClstr|152025| 0.507100 |PHOT|     |  0.000|2|0|0|2|2|0|0
1055|WHL J110708.4-185917|166.78482 | -18.98803 |GClstr|166355| 0.554900 |PHOT|     |  0.000|2|0|0|2|2|0|0
1056|PGC1 0033667 GROUP|166.82496 | -19.50532 |GGroup||||     |  0.000|1|0|0|1|0|0|0
1057|NGC 3497 GROUP|166.82542 | -19.47167 |GGroup||||     |  0.000|1|0|0|1|0|0|0
1058|PGC1 0033668 GROUP|166.82653 | -25.57413 |GGroup||||     |  0.000|1|0|0|1|0|0|0
1059|ABELL S0651|166.82917 | -23.00222 |GClstr| 18956| 0.063230 |    |17.4J|  0.000|7|0|0|3|2|0|0
1060|BLOX J1107.3-1813.6|166.83583 | -18.22750 |GClstr||||     |  0.000|1|0|0|1|0|0|0
1061|MOO J1107-1712|166.85083 | -17.20750 |GClstr|392728| 1.310000 |PHOT|     |  0.000|1|0|0|1|1|0|0
1062|USGC S160|166.85208 | -19.71694 |GGroup|  3702| 0.012349 |    |     |  0.000|1|0|0|1|1|0|0
1063|WHL J110726.0-175901|166.85841 | -17.98357 |GClstr| 92756| 0.309400 |PHOT|     |  0.000|2|0|0|2|2|0|0
1064|WHL J110728.9-155748|166.87035 | -15.96332 |GClstr|117818| 0.393000 |PHOT|     |  0.000|2|0|0|2|2|0|0
1065|RXGCC 386|166.88300 | -23.00300 |GClstr| 18947| 0.063200 |UUN |     |  0.000|1|0|0|1|1|0|0
1066|MOO J1107-1553|166.90625 | -15.89528 |GClstr|398724| 1.330000 |PHOT|     |  0.000|1|0|0|1|1|0|0
1067|ABELL 3464|166.90750 | -27.30420 |GClstr||||17.5J|  0.000|1|0|0|1|0|0|0
1068|WHL J110741.0-154827|166.92088 | -15.80743 |GClstr| 27461| 0.091600 |PHOT|     |  0.000|2|0|0|2|2|0|0
1069|MOO J1107-1539|166.92625 | -15.66083 |GClstr||||     |  0.000|1|0|0|1|0|0|0
1070|[STH2017] 111351|166.93299 | -23.67879 |GGroup|  1883| 0.006281 |UUN |     |  0.000|1|0|0|1|1|0|0
1071|PGC1 0033705 GROUP|166.95216 | -46.52568 |GGroup||||     |  0.000|1|0|0|1|0|0|0
1072|WHL J110755.7-154542|166.98203 | -15.76168 |GClstr| 68682| 0.229100 |PHOT|     |  0.000|2|0|0|2|2|0|0
1073|WHL J110803.4-183727|167.01437 | -18.62422 |GClstr| 59899| 0.199800 |PHOT|     |  0.000|2|0|0|2|2|0|0
1074|ABELL 3465|167.01792 | -19.67097 |GClstr||||17.5J|  0.000|1|0|0|1|0|0|0
1075|WHL J110805.0-175621|167.02098 | -17.93926 |GClstr| 83282| 0.277800 |PHOT|     |  0.000|2|0|0|2|2|0|0
1076|[STH2017] 110707|167.02714 | -49.05566 |GGroup|  2490| 0.008306 |UUN |     |  0.000|1|0|0|1|1|0|0
1077|WHL J110806.9-151817|167.02892 | -15.30480 |GClstr| 35136| 0.117200 |PHOT|     |  0.000|2|0|0|2|2|0|0
1078|ABELL S0652|167.04845 | -33.58769 |GClstr| 46295| 0.154423 |    |17.4J|  0.000|2|0|0|1|1|0|1
1079|WHL J110814.4-174555|167.06012 | -17.76521 |GClstr| 69852| 0.233000 |PHOT|     |  0.000|2|0|0|2|2|0|0
1080|ABELL 3466|167.07776 | -30.85439 |GClstr| 27786| 0.092684 |    |17.3J|  0.000|7|1|0|1|1|0|0
1081|WHL J110823.4-153841|167.09744 | -15.64476 |GClstr|168034| 0.560500 |PHOT|     |  0.000|2|0|0|2|2|0|0
1082|[STH2017] 105820|167.10833 | -36.61577 |GGroup|  2113| 0.007048 |UUN |     |  0.000|1|0|0|1|1|0|0
1083|MOO J1108-1950|167.12083 | -19.83722 |GClstr|248828| 0.830000 |PHOT|     |  0.000|1|0|0|1|1|0|0
1084|WHL J110829.5-170644|167.12277 | -17.11228 |GClstr|140183| 0.467600 |PHOT|     |  0.000|2|0|0|2|2|0|0
1085|WHL J110831.0-160322|167.12932 | -16.05625 |GClstr|118568| 0.395500 |PHOT|     |  0.000|2|0|0|2|2|0|0
1086|WHL J110832.3-175646|167.13440 | -17.94599 |GClstr| 64305| 0.214500 |PHOT|     |  0.000|2|0|0|2|2|0|0
1087|ABELL 3467|167.15235 | -31.27114 |GClstr||||17.4J|  0.000|1|0|0|1|0|0|0
1088|WHL J110838.2-151700|167.15909 | -15.28329 |GClstr|103099| 0.343900 |PHOT|     |  0.000|2|0|0|2|2|0|0
1089|WHL J110847.9-160351|167.19949 | -16.06413 |GClstr|126033| 0.420400 |PHOT|     |  0.000|2|0|0|2|2|0|0
1090|WHL J110848.9-183404|167.20383 | -18.56789 |GClstr| 54083| 0.180400 |PHOT|     |  0.000|2|0|0|2|2|0|0
1091|PGC1 0033788 GROUP|167.24251 | -28.37257 |GGroup||||     |  0.000|1|0|0|1|0|0|0
1092|WHL J110913.9-154800|167.30811 | -15.79990 |GClstr|115210| 0.384300 |PHOT|     |  0.000|2|0|0|2|2|0|0
1093|WHL J110914.4-161528|167.31013 | -16.25786 |GClstr|202210| 0.674500 |PHOT|     |  0.000|2|0|0|2|2|0|0
1094|PGC1 0033813 GROUP|167.34156 | -22.87525 |GGroup||||     |  0.000|1|0|0|1|0|0|0
1095|CoD -29 08887 X28|167.36746 | -29.62956 |GClstr||||     |  0.000|1|0|1|1|0|0|0
1096|ABELL 1181|167.36839 | -19.77136 |GClstr||||17.6J|  0.000|7|0|0|2|0|0|0
1097|WHL J110929.8-180906|167.37398 | -18.15156 |GClstr| 69762| 0.232700 |PHOT|     |  0.000|2|0|0|2|2|0|0
1098|PGC1 0033829 GROUP|167.39384 | -30.31420 |GGroup||||     |  0.000|1|0|0|1|0|0|0
1099|WHL J110935.4-153313|167.39764 | -15.55373 |GClstr|124594| 0.415600 |PHOT|     |  0.000|2|0|0|2|2|0|0
1100|LDCE 0783|167.43167 | -37.09167 |GGroup|  2871| 0.009577 |SST |     |  0.000|1|0|0|1|1|0|0
1101|PGC1 0033871 GROUP|167.43741 | -37.36587 |GGroup||||     |  0.000|1|0|0|1|0|0|0
1102|HDCE 0630|167.46375 | -37.04333 |GGroup|  2816| 0.009393 |SST |     |  0.000|1|0|0|1|1|0|0
1103|WHL J110952.1-160447|167.46724 | -16.07981 |GClstr|128041| 0.427100 |PHOT|     |  0.000|2|0|0|2|2|0|0
1104|PGC1 0033860 GROUP|167.47243 | -23.72594 |GGroup||||     |  0.000|1|0|0|1|0|0|0
1105|MOO J1109-2452|167.48000 | -24.87417 |GClstr|308786| 1.030000 |PHOT|     |  0.000|1|0|0|1|1|0|0
1106|ABELL S0653|167.48347 | -27.62150 |GClstr| 69762| 0.232701 |    |17.6J|  0.000|2|0|0|1|1|0|0
1107|MOO J1109-1807|167.48500 | -18.12083 |GClstr|266815| 0.890000 |PHOT|     |  0.000|1|0|0|1|1|0|0
1108|CoD -29 08887 X40|167.48592 | -29.81917 |GClstr||||     |  0.000|1|0|0|1|0|0|0
1109|ABELL 3468|167.50174 | -32.35485 |GClstr||||17.4J|  0.000|1|0|0|1|0|0|0
1110|WHL J111000.5-173729|167.50221 | -17.62465 |GClstr|139763| 0.466200 |PHOT|     |  0.000|2|0|0|2|2|0|0
1111|[STH2017] 101245|167.51647 | -27.58525 |GGroup|  1230| 0.004103 |UUN |     |  0.000|1|0|0|1|1|0|0
1112|400d J1110-2957|167.52167 | -29.94722 |GClstr| 59958| 0.200000 |UUN |     |  0.000|5|0|2|2|2|0|1
1113|NGC 3557 GROUP|167.53257 | -37.40212 |GGroup|  2843| 0.009483 |    |     |  0.000|31|1|0|1|3|0|0
1114|WHL J111025.3-150733|167.60530 | -15.12582 |GClstr| 97732| 0.326000 |PHOT|     |  0.000|2|0|0|2|2|0|0
1115|WHL J111028.5-173221|167.61871 | -17.53920 |GClstr|125673| 0.419200 |PHOT|     |  0.000|2|0|0|2|2|0|0
1116|ABELL 3469|167.62729 | -32.23832 |GClstr||||17.5J|  0.000|1|0|0|1|0|0|0
1117|WHL J111033.3-160401|167.63884 | -16.06697 |GClstr|134697| 0.449300 |PHOT|     |  0.000|2|0|0|2|2|0|0
1118|PGC1 0033919 GROUP|167.64517 | -49.10247 |GGroup||||     |  0.000|1|0|0|1|0|0|0
1119|ABELL S0654|167.67780 | -46.07174 |GClstr||||16.7J|  0.000|2|0|0|1|0|0|0
1120|PGC1 0033941 GROUP|167.68901 | -35.35055 |GGroup||||     |  0.000|1|0|0|1|0|0|0
1121|ABELL S0655|167.70103 | -46.92177 |GClstr||||15.4J|  0.000|2|0|0|1|0|0|0
1122|WHL J111049.5-163533|167.70622 | -16.59249 |GClstr|119677| 0.399200 |PHOT|     |  0.000|2|0|0|2|2|0|0
